step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,"delta_Life expectancy at birth, total (years)_lag4","delta_Life expectancy at birth, total (years)",1,832,2.359684381653835,4.371253185664216
2,delta_Renewable electricity output (% of total electricity output)_lag9,delta_Renewable electricity output (% of total electricity output),2,806,1.867996974383451,4.332712822352448
3,delta_sst_lag10,delta_sst,3,780,1.8478233705658218,4.332712822352448
4,delta_Electricity use_lag1,delta_Electricity use,4,754,1.847641629413011,4.332712822352448
