step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Oil consumption_lag1,delta_Oil consumption,1,64,2.1340840519338014,3.937468268590692
2,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_lag1,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),2,62,1.8337257561508193,3.3858878188337087
3,delta_v10_lag2,delta_v10,3,60,1.6266828411332634,2.8939469297253595
