step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Gini index_lag11,delta_Gini index,1,608,2.561362686000888,3.907248050988727
2,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_lag16,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),2,589,2.2686486810799686,3.240463645280414
