step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Energy use_lag2,delta_Energy use,1,672,2.351791825745108,3.633122189351809
2,delta_Electricity use_lag14,delta_Electricity use,2,651,2.4634670350122514,3.553480370351565
