step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Energy use_lag3,delta_Energy use,1,704,2.000597777987119,3.3410472565304303
2,"delta_Population, total_lag2","delta_Population, total",2,682,1.7775161542504514,2.8474332981716657
3,delta_u10_lag14,delta_u10,3,660,1.7766132159019352,2.8474332981716657
4,delta_PM2.5 pollution_lag2,delta_PM2.5 pollution,4,638,1.7764613646969927,2.8474332981716657
