step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,"delta_Mortality rate, infant (per 1,000 live births)_lag1","delta_Mortality rate, infant (per 1,000 live births)",1,544,1.9470669516174932,4.2507978035909275
2,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_lag2,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),2,527,1.5040024011932307,2.5227292960244654
3,delta_Gini index_lag8,delta_Gini index,3,510,1.4121788204470023,2.51233090811553
4,delta_Energy use_lag1,delta_Energy use,4,493,1.4054025653586846,2.501251358326101
5,delta_Sulfur emission_lag15,delta_Sulfur emission,5,476,1.4030445534415876,2.5037213748055933
6,"delta_Life expectancy at birth, total (years)_lag10","delta_Life expectancy at birth, total (years)",6,459,1.4006901637984324,2.989489692981863
7,delta_Raw materials extracted_lag4,delta_Raw materials extracted,7,442,1.388490754684051,2.9801784937936304
