step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Oil consumption_lag19,delta_Oil consumption,1,672,1.7608038024224941,2.731183254279259
2,delta_Raw materials extracted_lag5,delta_Raw materials extracted,2,651,0.8678009661223679,1.4222804686129353
3,delta_sst_lag1,delta_sst,3,630,0.6134698560940763,0.9240219961306435
4,delta_Coal consumption_lag13,delta_Coal consumption,4,609,0.4424931564210295,0.7871466208557658
5,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_lag13,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),5,588,0.41617379593658,0.6692805509353992
6,"delta_Unemployment, total (% of total labor force) (national estimate)_lag7","delta_Unemployment, total (% of total labor force) (national estimate)",6,567,0.4040064641150839,0.6250464078183691
7,delta_Renewable electricity output (% of total electricity output)_lag7,delta_Renewable electricity output (% of total electricity output),7,546,0.4375438024853102,0.5655802603407736
8,"delta_Compulsory education, duration (years)_lag1","delta_Compulsory education, duration (years)",8,525,0.4375438024853102,0.5655802603407727
9,delta_Sulfur emission_lag1,delta_Sulfur emission,9,504,0.43754380248530955,0.5655802603407696
