step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_Natural gas production_y_lag12,delta_Natural gas production_y,1,832,2.7497065497469655,4.3343262008772285
2,delta_d2m_lag14,delta_d2m,2,806,3.0202791964004674,4.321316891108552
3,delta_sst_lag3,delta_sst,3,780,3.0163481140724233,4.3060902885542305
4,delta_blh_lag1,delta_blh,4,754,3.03952597304793,4.305826120768586
