step,selected_feature,family,n_selected,n_remaining,rmse,worst_case
1,delta_blh_lag2,delta_blh,1,384,1.7493527686150743,3.2352551295243606
2,"delta_Unemployment, total (% of total labor force) (national estimate)_lag11","delta_Unemployment, total (% of total labor force) (national estimate)",2,372,1.2185185889569905,1.9056672895487687
3,delta_Surface area (sq. km)_lag10,delta_Surface area (sq. km),3,360,0.925726244033696,1.4791095030709327
4,delta_Coal consumption_lag10,delta_Coal consumption,4,348,0.6436287330226115,0.9825136450691891
5,delta_Raw materials extracted_lag8,delta_Raw materials extracted,5,336,0.48985625919123527,0.822261384597849
6,"delta_Life expectancy at birth, total (years)_lag3","delta_Life expectancy at birth, total (years)",6,324,0.4938719795964556,0.7403598488035532
7,delta_skt_lag11,delta_skt,7,312,0.4359051223558167,0.6591662776032772
8,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita)_lag8,delta_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),8,300,0.4822620732710475,0.6244769188452355
